delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,time_variance_hours,on_time,cost_per_km,cost_per_kg
7442.0,shadowfax,documents,van,same day,north,rainy,163.0,15.2,8.0,8.0,yes,failed,2,960.6,0.0,True,5.8932515337423315,63.19736842105264
7443.0,shadowfax,documents,truck,same day,central,rainy,234.4,27.51,9.0,8.0,yes,delayed,2,1354.53,1.0,False,5.778711604095563,49.237731733914934
7444.0,fedex,furniture,bike,same day,south,stormy,34.9,25.17,7.0,8.0,no,delivered,5,350.01,-1.0,True,10.02893982808023,13.905840286054826
7445.0,xpressbees,pharmacy,ev van,express,east,hot,193.6,18.88,8.0,5.0,yes,delayed,2,1074.64,3.0,False,5.550826446280992,56.91949152542374
7446.0,amazon logistics,furniture,van,same day,north,clear,34.6,26.52,1.0,8.0,no,delivered,5,352.56,-7.0,True,10.189595375722543,13.294117647058824
7447.0,blue dart,clothing,ev van,express,central,cold,201.4,39.96,7.0,6.0,yes,failed,1,1176.88,1.0,False,5.843495531281033,29.451451451451454
7448.0,dhl,fragile items,ev van,standard,south,stormy,98.6,30.05,8.0,24.0,no,delivered,5,583.15,-16.0,True,5.914300202839756,19.405990016638935
7449.0,xpressbees,furniture,bike,same day,south,clear,190.8,45.51,6.0,8.0,no,delivered,3,1190.53,-2.0,True,6.239675052410901,26.159745110964625
7450.0,amazon logistics,groceries,bike,standard,east,hot,130.8,29.98,5.0,24.0,no,delivered,4,743.94,-19.0,True,5.687614678899083,24.814543028685794
7451.0,amazon logistics,fragile items,scooter,standard,central,stormy,245.9,19.99,14.0,24.0,no,delivered,5,1289.47,-10.0,True,5.243879625864173,64.50575287643822
7452.0,amazon logistics,groceries,truck,same day,west,foggy,37.7,37.72,4.0,8.0,no,delivered,5,401.66,-4.0,True,10.654111405835543,10.64846235418876
7453.0,amazon logistics,clothing,van,same day,north,rainy,73.8,10.77,7.0,8.0,no,delivered,4,501.31,-1.0,True,6.792818428184282,46.546889507892296
7454.0,ecom express,automobile parts,bike,standard,north,hot,127.9,27.48,4.0,24.0,no,delivered,4,721.94,-20.0,True,5.6445660672400315,26.27147016011645
7455.0,shadowfax,groceries,truck,express,south,foggy,105.7,41.22,7.0,4.0,yes,delayed,3,702.16,3.0,False,6.642951750236518,17.03444929645803
7456.0,ekart,automobile parts,scooter,two day,north,hot,28.3,44.63,2.0,16.0,no,delivered,4,275.39,-14.0,True,9.731095406360422,6.170513107775038
7457.0,shadowfax,furniture,ev van,two day,east,hot,129.9,9.22,5.0,16.0,no,delivered,4,677.16,-11.0,True,5.212933025404157,73.44468546637744
7458.0,xpressbees,documents,ev bike,two day,south,cold,172.7,44.14,5.0,16.0,no,delivered,4,995.92,-11.0,True,5.7667631731326,22.562754870865426
7459.0,delhivery,groceries,ev van,same day,north,cold,220.4,31.29,9.0,8.0,yes,delayed,2,1295.87,1.0,False,5.879627949183303,41.41482901885586
7460.0,xpressbees,automobile parts,truck,standard,west,cold,60.4,10.2,1.0,24.0,no,delivered,4,332.6,-23.0,True,5.506622516556292,32.6078431372549
7461.0,fedex,automobile parts,ev bike,express,south,stormy,85.7,0.84,7.0,3.0,yes,delayed,2,481.02,4.0,False,5.612835472578762,572.6428571428571
7462.0,ecom express,clothing,bike,same day,south,rainy,135.2,18.54,5.0,8.0,no,delivered,3,831.62,-3.0,True,6.151035502958581,44.8554476806904
7463.0,blue dart,automobile parts,ev bike,same day,north,clear,251.9,21.49,9.0,8.0,yes,delayed,2,1423.97,1.0,False,5.652917824533545,66.26198231735691
7464.0,ecom express,fragile items,van,standard,central,rainy,113.4,12.8,6.0,24.0,no,delivered,5,605.4,-18.0,True,5.338624338624338,47.29687499999999
7465.0,fedex,pharmacy,bike,two day,west,foggy,218.0,0.67,8.0,16.0,no,delivered,4,1091.32,-8.0,True,5.006055045871559,1628.8358208955221
7466.0,shadowfax,clothing,bike,two day,south,rainy,265.2,23.06,6.0,16.0,no,delivered,5,1395.18,-10.0,True,5.260859728506788,60.5021682567216
7467.0,shadowfax,pharmacy,scooter,standard,central,hot,56.1,46.51,3.0,24.0,no,delivered,5,420.03,-21.0,True,7.487165775401069,9.030961083637926
7468.0,shadowfax,groceries,van,same day,south,foggy,193.2,47.15,8.0,8.0,yes,delayed,2,1207.45,0.0,True,6.249741200828158,25.608695652173914
7469.0,ecom express,clothing,scooter,standard,south,cold,53.7,24.58,3.0,24.0,no,delivered,5,342.24,-21.0,True,6.373184357541899,13.92351505288853
7470.0,blue dart,automobile parts,ev bike,express,south,clear,240.1,45.15,5.0,6.0,no,delivered,5,1385.95,-1.0,True,5.7723865056226575,30.696566998892582
7471.0,xpressbees,pharmacy,van,two day,north,clear,109.1,4.75,3.0,16.0,no,delivered,4,559.75,-13.0,True,5.130614115490376,117.84210526315789
7472.0,ecom express,electronics,scooter,same day,east,foggy,186.4,42.46,11.0,8.0,yes,failed,1,1159.38,3.0,False,6.2198497854077255,27.305228450306174
7473.0,blue dart,groceries,ev bike,express,west,rainy,278.0,28.0,16.0,7.0,yes,delayed,2,1524.0,9.0,False,5.482014388489208,54.42857142857143
7474.0,ekart,fragile items,van,standard,east,cold,75.5,3.66,5.0,24.0,no,delivered,3,388.48,-19.0,True,5.145430463576159,106.14207650273224
7475.0,fedex,groceries,ev bike,two day,east,stormy,191.0,3.4,10.0,16.0,no,delivered,4,965.2,-6.0,True,5.053403141361256,283.88235294117646
7476.0,xpressbees,furniture,truck,express,south,hot,163.6,1.5,6.0,5.0,yes,delayed,2,872.5,1.0,False,5.333129584352078,581.6666666666666
7477.0,ecom express,clothing,ev bike,same day,central,hot,198.7,16.42,4.0,8.0,no,delivered,3,1142.76,-4.0,True,5.751182687468546,69.59561510353227
7478.0,amazon logistics,electronics,ev van,standard,central,stormy,31.5,27.2,6.0,24.0,no,delivered,3,239.1,-18.0,True,7.59047619047619,8.790441176470589
7479.0,amazon logistics,automobile parts,bike,two day,east,stormy,31.6,38.97,8.0,16.0,no,delivered,5,274.91,-8.0,True,8.699683544303799,7.054400821144471
7480.0,dhl,automobile parts,bike,express,west,rainy,253.8,30.04,8.0,7.0,yes,delayed,2,1409.12,1.0,False,5.552088258471237,46.90812250332889
7481.0,shadowfax,electronics,ev bike,same day,west,foggy,86.8,24.98,7.0,8.0,no,delivered,5,608.94,-1.0,True,7.015437788018434,24.377101681345078
7482.0,blue dart,furniture,truck,standard,central,rainy,204.5,12.17,8.0,24.0,no,delivered,5,1059.01,-16.0,True,5.178533007334964,87.01807723911257
7483.0,fedex,cosmetics,scooter,same day,central,cold,208.2,30.41,7.0,8.0,no,delivered,5,1232.23,-1.0,True,5.918491834774256,40.520552449852026
7484.0,blue dart,fragile items,bike,two day,central,clear,56.8,48.76,3.0,16.0,no,delivered,5,430.28,-13.0,True,7.575352112676057,8.824446267432322
7485.0,delhivery,pharmacy,ev van,express,north,cold,121.3,46.95,4.0,4.0,yes,delayed,2,797.35,0.0,True,6.573371805441056,16.982960596379126
7486.0,amazon logistics,fragile items,bike,express,east,clear,35.8,19.79,2.0,2.0,no,delivered,3,288.37,0.0,True,8.055027932960895,14.571500757958566
7487.0,amazon logistics,clothing,van,same day,east,foggy,33.5,24.47,2.0,8.0,no,delivered,5,340.91,-6.0,True,10.176417910447762,13.931753167143443
7488.0,fedex,electronics,scooter,two day,west,hot,265.8,20.98,7.0,16.0,no,delivered,4,1391.94,-9.0,True,5.236794582392776,66.34604385128694
7489.0,delhivery,furniture,van,two day,east,foggy,195.1,28.4,8.0,16.0,no,delivered,5,1060.7,-8.0,True,5.4366991286519735,37.348591549295776
7490.0,delhivery,documents,ev bike,standard,east,cold,98.7,20.66,4.0,24.0,no,delivered,5,555.48,-20.0,True,5.627963525835867,26.88673765730881
7491.0,blue dart,cosmetics,truck,express,east,cold,168.1,11.27,5.0,5.0,yes,delayed,3,924.31,0.0,True,5.498572278405711,82.0150842945874
7492.0,xpressbees,groceries,bike,two day,east,cold,186.2,10.31,4.0,16.0,no,delivered,5,961.93,-12.0,True,5.166111707841031,93.30067895247332
7493.0,blue dart,groceries,bike,two day,west,hot,6.7,41.5,3.0,16.0,no,delivered,4,158.0,-13.0,True,23.582089552238806,3.8072289156626504
7494.0,ekart,furniture,ev van,same day,west,cold,103.9,25.14,3.0,8.0,no,delivered,4,694.92,-5.0,True,6.688354186717997,27.642004773269687
7495.0,amazon logistics,automobile parts,scooter,standard,east,foggy,172.1,6.58,6.0,24.0,no,delivered,5,880.24,-18.0,True,5.114700755374782,133.77507598784194
7496.0,amazon logistics,electronics,van,same day,east,clear,106.5,27.49,4.0,8.0,no,delivered,4,714.97,-4.0,True,6.713333333333334,26.008366678792292
7497.0,xpressbees,furniture,ev bike,two day,north,stormy,88.6,34.24,7.0,16.0,no,delivered,3,545.72,-9.0,True,6.159367945823928,15.938084112149532
7498.0,ekart,groceries,ev van,two day,east,foggy,140.8,8.9,8.0,16.0,no,delivered,5,730.7,-8.0,True,5.189630681818182,82.10112359550563
7499.0,shadowfax,electronics,scooter,same day,south,clear,220.0,49.42,6.0,8.0,no,delivered,3,1348.26,-2.0,True,6.128454545454545,27.281667341157426
7500.0,blue dart,fragile items,scooter,same day,north,rainy,221.9,8.22,9.0,8.0,yes,delayed,2,1234.16,1.0,False,5.561784587652096,150.1411192214112
7501.0,amazon logistics,automobile parts,van,two day,south,clear,178.3,26.06,7.0,16.0,no,delivered,5,969.68,-9.0,True,5.438474481211441,37.20951650038373
7502.0,delhivery,clothing,van,same day,central,clear,230.8,1.73,9.0,8.0,yes,delayed,2,1259.19,1.0,False,5.455762564991335,727.8554913294798
7503.0,xpressbees,cosmetics,ev bike,same day,east,hot,43.6,41.05,1.0,8.0,no,delivered,3,441.15,-7.0,True,10.118119266055045,10.74665042630938
7504.0,fedex,cosmetics,ev bike,two day,north,rainy,48.3,5.98,5.0,16.0,no,delivered,5,259.44,-11.0,True,5.371428571428572,43.38461538461538
7505.0,xpressbees,cosmetics,scooter,standard,central,stormy,228.4,35.62,11.0,24.0,no,delivered,4,1248.86,-13.0,True,5.467863397548161,35.06064008983717
7506.0,fedex,furniture,van,standard,north,stormy,82.7,15.19,8.0,24.0,no,delivered,4,459.07,-16.0,True,5.551027811366384,30.221856484529297
7507.0,blue dart,documents,ev bike,two day,west,rainy,60.7,25.55,3.0,16.0,no,delivered,3,380.15,-13.0,True,6.262767710049423,14.878669275929548
7508.0,xpressbees,electronics,truck,standard,north,foggy,35.4,38.56,3.0,24.0,no,delivered,5,292.68,-21.0,True,8.267796610169492,7.590248962655601
7509.0,shadowfax,electronics,truck,two day,central,foggy,132.0,47.8,5.0,16.0,no,delivered,5,803.4,-11.0,True,6.086363636363636,16.80753138075314
7510.0,fedex,clothing,ev bike,two day,west,cold,163.5,8.61,5.0,16.0,no,delivered,4,843.33,-11.0,True,5.157981651376147,97.94773519163765
7511.0,dhl,furniture,truck,express,central,cold,85.6,42.03,1.0,3.0,no,delivered,3,604.09,-2.0,True,7.0571261682243,14.372828931715441
7512.0,dhl,clothing,truck,two day,south,clear,107.9,11.09,3.0,16.0,no,delivered,5,572.77,-13.0,True,5.308341056533827,51.647430117222726
7513.0,fedex,cosmetics,van,same day,central,hot,290.0,3.15,8.0,8.0,yes,failed,2,1559.45,0.0,True,5.3774137931034485,495.0634920634921
7514.0,ekart,pharmacy,ev van,same day,central,hot,78.1,42.23,1.0,8.0,no,delivered,5,617.19,-7.0,True,7.902560819462229,14.614965664219751
7515.0,ekart,groceries,bike,two day,east,cold,124.0,15.64,4.0,16.0,no,delivered,5,666.92,-12.0,True,5.378387096774193,42.64194373401534
7516.0,ekart,electronics,bike,two day,east,stormy,110.4,41.09,9.0,16.0,no,delivered,5,675.27,-7.0,True,6.116576086956521,16.43392552932587
7517.0,delhivery,furniture,ev bike,two day,south,foggy,171.2,44.58,8.0,16.0,no,delivered,4,989.74,-8.0,True,5.781191588785047,22.201435621354868
7518.0,ecom express,fragile items,truck,two day,west,hot,247.8,31.18,7.0,16.0,no,delivered,5,1332.54,-9.0,True,5.377481840193704,42.737010904425915
7519.0,ekart,groceries,scooter,same day,west,hot,273.7,17.64,8.0,8.0,yes,delayed,3,1521.42,0.0,True,5.558713920350749,86.24829931972789
7520.0,blue dart,fragile items,truck,express,north,foggy,122.2,7.3,7.0,4.0,yes,delayed,2,682.9,3.0,False,5.588379705400982,93.54794520547945
7521.0,blue dart,documents,bike,standard,east,hot,125.9,8.91,4.0,24.0,no,delivered,3,656.23,-20.0,True,5.21231135822081,73.65095398428731
7522.0,ecom express,electronics,truck,standard,east,clear,172.7,31.46,4.0,24.0,no,delivered,5,957.88,-20.0,True,5.546496815286624,30.447552447552447
7523.0,fedex,pharmacy,van,express,east,cold,265.8,24.68,6.0,7.0,no,delivered,4,1453.04,-1.0,True,5.466666666666666,58.87520259319287
7524.0,ekart,fragile items,truck,express,west,foggy,24.9,33.61,2.0,2.0,no,delivered,5,275.33,0.0,True,11.057429718875502,8.191907170484974
7525.0,dhl,fragile items,van,standard,south,rainy,291.8,3.79,9.0,24.0,no,delivered,4,1470.37,-15.0,True,5.038965044551062,387.96042216358836
7526.0,delhivery,automobile parts,ev bike,express,north,rainy,230.7,13.18,6.0,6.0,no,delivered,4,1243.04,0.0,True,5.388123103597746,94.31259484066767
7527.0,ekart,electronics,bike,two day,east,clear,137.9,9.59,3.0,16.0,no,delivered,4,718.27,-13.0,True,5.208629441624365,74.89781021897811
7528.0,ekart,electronics,ev van,standard,south,rainy,184.0,46.23,5.0,24.0,no,delivered,3,1058.69,-19.0,True,5.75375,22.900497512437813
7529.0,amazon logistics,pharmacy,van,express,central,clear,288.9,12.57,8.0,7.0,yes,delayed,2,1532.21,1.0,False,5.303599861543788,121.89419252187749
7530.0,delhivery,automobile parts,scooter,two day,west,rainy,60.9,2.68,6.0,16.0,no,delivered,3,312.54,-10.0,True,5.132019704433498,116.61940298507463
7531.0,dhl,automobile parts,ev van,express,south,hot,282.6,5.32,6.0,7.0,no,delivered,4,1478.96,-1.0,True,5.233404104741684,278.0
7532.0,amazon logistics,documents,bike,same day,west,stormy,56.8,26.36,7.0,8.0,no,delivered,4,463.08,-1.0,True,8.152816901408451,17.567526555386948
7533.0,amazon logistics,groceries,truck,same day,west,foggy,288.8,1.31,10.0,8.0,yes,delayed,3,1547.93,2.0,False,5.3598684210526315,1181.6259541984732
7534.0,fedex,pharmacy,bike,two day,central,cold,5.3,13.76,0.0,16.0,no,delivered,4,95.6674,-16.0,True,18.05045283018868,6.9525726744186045
7535.0,ekart,automobile parts,ev van,same day,west,hot,212.9,29.24,7.0,8.0,no,delivered,5,1252.22,-1.0,True,5.881728511038046,42.82558139534884
7536.0,dhl,clothing,bike,same day,east,clear,10.1,4.81,0.0,8.0,no,delivered,4,164.93,-8.0,True,16.32970297029703,34.28898128898129
7537.0,ekart,automobile parts,scooter,two day,south,stormy,139.1,24.86,9.0,16.0,no,delivered,4,770.08,-7.0,True,5.536161035226456,30.976669348350768
7538.0,shadowfax,fragile items,truck,express,south,foggy,3.6,39.45,3.0,2.0,yes,delayed,3,183.85,1.0,False,51.06944444444444,4.660329531051964
7539.0,ekart,electronics,ev van,express,south,foggy,13.8,38.57,2.0,2.0,yes,delayed,3,234.71,0.0,True,17.007971014492753,6.085299455535391
7540.0,shadowfax,fragile items,van,same day,central,rainy,237.5,10.17,11.0,8.0,yes,delayed,3,1318.01,3.0,False,5.549515789473684,129.59783677482793
7541.0,shadowfax,pharmacy,scooter,same day,central,cold,276.1,9.53,7.0,8.0,no,delivered,5,1509.09,-1.0,True,5.465737051792828,158.35152151101784
7542.0,ecom express,automobile parts,van,same day,central,clear,214.0,42.83,6.0,8.0,no,delivered,4,1298.49,-2.0,True,6.067710280373832,30.31730095727294
7543.0,dhl,clothing,ev van,two day,central,clear,252.4,36.51,7.0,16.0,no,delivered,4,1371.53,-9.0,True,5.433954041204437,37.56587236373596
7544.0,ecom express,automobile parts,ev van,same day,east,foggy,47.5,19.32,3.0,8.0,no,delivered,4,395.46,-5.0,True,8.325473684210525,20.46894409937888
7545.0,dhl,electronics,bike,two day,west,cold,180.0,40.71,6.0,16.0,no,delivered,3,1022.13,-10.0,True,5.6785,25.10759027266028
7546.0,xpressbees,electronics,ev van,standard,north,hot,149.8,3.34,3.0,24.0,no,delivered,4,759.02,-21.0,True,5.066889185580774,227.25149700598803
7547.0,shadowfax,furniture,ev van,standard,north,foggy,257.1,9.64,11.0,24.0,no,delivered,5,1314.42,-13.0,True,5.112485414235706,136.350622406639
7548.0,amazon logistics,pharmacy,truck,two day,south,rainy,167.2,30.99,6.0,16.0,no,delivered,4,928.97,-10.0,True,5.5560406698564595,29.97644401419813
7549.0,fedex,clothing,scooter,express,north,rainy,274.9,29.87,15.0,7.0,yes,delayed,3,1514.11,8.0,False,5.507857402691888,50.689989956478065
7550.0,amazon logistics,documents,van,express,west,rainy,272.9,31.9,7.0,7.0,yes,delayed,2,1510.2,0.0,True,5.533895199706853,47.341692789968654
7551.0,dhl,groceries,ev bike,two day,central,stormy,103.7,35.45,8.0,16.0,no,delivered,5,624.85,-8.0,True,6.025554484088717,17.6262341325811
7552.0,fedex,clothing,scooter,express,north,cold,224.0,18.64,9.0,6.0,yes,delayed,2,1225.92,3.0,False,5.472857142857143,65.76824034334764
7553.0,fedex,clothing,van,standard,west,stormy,265.5,12.92,17.0,24.0,no,delivered,3,1366.26,-7.0,True,5.145988700564971,105.74767801857585
7554.0,xpressbees,clothing,van,same day,south,stormy,110.3,31.24,9.0,8.0,yes,delayed,3,745.22,1.0,False,6.756300997280145,23.85467349551857
7555.0,shadowfax,automobile parts,bike,standard,east,foggy,232.6,48.31,9.0,24.0,no,delivered,3,1307.93,-15.0,True,5.623086844368014,27.073690747257295
7556.0,delhivery,automobile parts,van,two day,south,rainy,3.6,21.71,3.0,16.0,no,delivered,4,95.6674,-13.0,True,26.574277777777777,4.406605251036389
7557.0,amazon logistics,pharmacy,bike,express,north,clear,128.6,3.42,3.0,4.0,no,delivered,5,703.26,-1.0,True,5.468584758942457,205.6315789473684
7558.0,xpressbees,cosmetics,bike,express,west,clear,191.5,38.62,9.0,5.0,yes,delayed,3,1123.36,4.0,False,5.866109660574412,29.087519419989643
7559.0,delhivery,clothing,van,two day,south,foggy,110.0,20.88,3.0,16.0,no,delivered,5,612.64,-13.0,True,5.569454545454545,29.340996168582375
7560.0,ecom express,electronics,ev bike,standard,east,cold,265.2,10.57,9.0,24.0,no,delivered,5,1357.71,-15.0,True,5.119570135746606,128.44938505203405
7561.0,shadowfax,groceries,ev van,same day,east,hot,196.0,4.4,9.0,8.0,yes,delayed,2,1093.2,1.0,False,5.577551020408164,248.45454545454544
7562.0,delhivery,automobile parts,van,two day,east,cold,161.3,43.93,3.0,16.0,no,delivered,3,938.29,-13.0,True,5.817048977061376,21.358752560892327
7563.0,fedex,furniture,ev bike,standard,north,rainy,259.8,47.3,8.0,24.0,no,delivered,4,1440.9,-16.0,True,5.546189376443418,30.463002114164908
7564.0,amazon logistics,fragile items,scooter,two day,west,hot,225.2,37.12,5.0,16.0,no,delivered,4,1237.36,-11.0,True,5.49449378330373,33.33405172413793
7565.0,ekart,groceries,truck,same day,north,stormy,73.8,16.21,6.0,8.0,no,delivered,4,517.63,-2.0,True,7.013956639566396,31.93275755706354
7566.0,ecom express,documents,truck,standard,west,clear,240.8,33.89,6.0,24.0,no,delivered,5,1305.67,-18.0,True,5.422217607973422,38.52670404249041
7567.0,dhl,fragile items,scooter,two day,west,clear,154.6,17.69,4.0,16.0,no,delivered,5,826.07,-12.0,True,5.343272962483829,46.69700395703787
7568.0,ekart,furniture,van,two day,south,hot,62.4,9.24,2.0,16.0,no,delivered,4,339.72,-14.0,True,5.44423076923077,36.76623376623377
7569.0,dhl,cosmetics,ev bike,two day,south,rainy,293.0,40.74,8.0,16.0,no,delivered,5,1587.22,-8.0,True,5.417133105802048,38.95974472263132
7570.0,fedex,cosmetics,scooter,two day,north,foggy,120.6,37.32,7.0,16.0,no,delivered,4,714.96,-9.0,True,5.928358208955224,19.157556270096464
7571.0,xpressbees,cosmetics,truck,same day,east,hot,11.7,43.48,2.0,8.0,no,delivered,5,288.94,-6.0,True,24.695726495726497,6.645354185832567
7572.0,ecom express,cosmetics,scooter,standard,north,clear,276.4,43.94,5.0,24.0,no,delivered,3,1513.82,-19.0,True,5.476917510853835,34.45197997269003
7573.0,blue dart,fragile items,truck,same day,east,rainy,39.0,38.68,4.0,8.0,no,delivered,3,411.04,-4.0,True,10.53948717948718,10.626680455015512
7574.0,ecom express,furniture,bike,two day,north,clear,137.3,33.97,6.0,16.0,no,delivered,5,788.41,-10.0,True,5.742243262927895,23.20900794818958
7575.0,fedex,documents,van,two day,central,stormy,155.9,2.61,6.0,16.0,no,delivered,4,787.33,-10.0,True,5.050224502886466,301.65900383141764
7576.0,blue dart,furniture,truck,standard,north,clear,228.4,7.33,8.0,24.0,no,delivered,5,1163.99,-16.0,True,5.096278458844133,158.7980900409277
7577.0,ecom express,documents,ev bike,same day,west,hot,24.4,13.24,2.0,8.0,no,delivered,3,261.72,-6.0,True,10.726229508196724,19.76737160120846
7578.0,dhl,electronics,van,two day,east,clear,224.8,4.01,7.0,16.0,no,delivered,4,1136.03,-9.0,True,5.053514234875444,283.2992518703242
7579.0,shadowfax,groceries,bike,standard,south,stormy,210.7,10.52,14.0,24.0,no,delivered,4,1085.06,-10.0,True,5.149786426198387,103.1425855513308
7580.0,xpressbees,furniture,bike,standard,north,stormy,92.3,8.32,7.0,24.0,no,delivered,3,486.46,-17.0,True,5.270422535211267,58.46874999999999
7581.0,delhivery,furniture,truck,standard,west,hot,238.2,49.51,6.0,24.0,no,delivered,4,1339.53,-18.0,True,5.623551637279597,27.055746313875986
7582.0,blue dart,groceries,ev bike,same day,west,hot,55.4,40.03,3.0,8.0,no,delivered,5,497.09,-5.0,True,8.972743682310469,12.417936547589306
7583.0,xpressbees,cosmetics,ev van,express,west,foggy,290.0,3.05,8.0,7.0,yes,delayed,3,1509.15,1.0,False,5.20396551724138,494.80327868852464
7584.0,ekart,documents,ev bike,two day,north,cold,280.1,3.02,7.0,16.0,no,delivered,3,1409.56,-9.0,True,5.032345590860406,466.7417218543046
7585.0,delhivery,pharmacy,van,two day,central,rainy,198.5,36.53,12.0,16.0,no,delivered,5,1102.09,-4.0,True,5.552090680100755,30.169449767314532
7586.0,delhivery,documents,van,standard,central,cold,103.3,12.23,5.0,24.0,no,delivered,5,553.19,-19.0,True,5.355179090029043,45.23221586263287
7587.0,amazon logistics,automobile parts,ev van,same day,west,cold,127.5,45.28,5.0,8.0,no,delivered,5,873.34,-3.0,True,6.849725490196079,19.28754416961131
7588.0,blue dart,pharmacy,ev van,two day,north,hot,229.1,48.03,5.0,16.0,no,delivered,5,1289.59,-11.0,True,5.628939327804452,26.849677285030186
7589.0,delhivery,pharmacy,van,standard,east,stormy,63.1,35.62,5.0,24.0,no,delivered,4,422.36,-19.0,True,6.6935023771790805,11.85738349241999
7590.0,shadowfax,groceries,van,standard,south,clear,94.2,15.78,3.0,24.0,no,delivered,3,518.34,-21.0,True,5.502547770700637,32.84790874524715
7591.0,blue dart,cosmetics,bike,two day,west,foggy,133.1,41.95,8.0,16.0,no,delivered,4,791.35,-8.0,True,5.945529676934636,18.864123957091774
7592.0,shadowfax,groceries,scooter,standard,west,foggy,235.0,15.49,10.0,24.0,no,delivered,5,1221.47,-14.0,True,5.197744680851064,78.85539057456424
7593.0,fedex,fragile items,truck,standard,central,foggy,44.2,26.53,3.0,24.0,no,delivered,4,300.59,-21.0,True,6.800678733031673,11.330192235205427
7594.0,shadowfax,clothing,truck,two day,central,clear,35.6,3.25,2.0,16.0,no,delivered,4,187.75,-14.0,True,5.2738764044943816,57.76923076923077
7595.0,fedex,fragile items,truck,same day,central,cold,271.2,25.16,5.0,8.0,no,delivered,5,1531.48,-3.0,True,5.647050147492625,60.869634340222575
7596.0,amazon logistics,automobile parts,scooter,two day,north,stormy,289.9,14.12,16.0,16.0,yes,delayed,3,1491.86,0.0,True,5.146119351500517,105.65580736543909
7597.0,shadowfax,documents,scooter,express,north,clear,161.2,38.72,4.0,5.0,no,delivered,4,972.16,-1.0,True,6.030769230769231,25.107438016528924
7598.0,dhl,documents,van,same day,central,clear,213.6,30.89,9.0,8.0,yes,failed,1,1260.67,1.0,False,5.9020131086142325,40.81158951116866
7599.0,delhivery,automobile parts,ev van,same day,west,hot,58.9,24.14,3.0,8.0,no,delivered,5,466.92,-5.0,True,7.927334465195247,19.342170671085334
7600.0,ekart,groceries,ev van,two day,west,stormy,260.0,32.64,11.0,16.0,no,delivered,5,1397.92,-5.0,True,5.376615384615385,42.82843137254902
7601.0,blue dart,cosmetics,bike,standard,south,rainy,260.3,15.61,12.0,24.0,no,delivered,4,1348.33,-12.0,True,5.179907798693814,86.37604099935939
7602.0,delhivery,clothing,van,standard,east,rainy,46.9,5.42,3.0,24.0,no,delivered,5,250.76,-21.0,True,5.346695095948827,46.26568265682657
7603.0,ekart,groceries,truck,express,west,clear,222.6,18.34,6.0,6.0,yes,failed,2,1218.02,0.0,True,5.471787960467206,66.41330425299891
7604.0,blue dart,cosmetics,scooter,same day,west,stormy,63.3,30.17,7.0,8.0,no,delivered,5,507.01,-1.0,True,8.00963665086888,16.805104408352666
7605.0,delhivery,automobile parts,van,same day,central,clear,135.6,7.74,2.0,8.0,no,delivered,4,801.22,-6.0,True,5.908702064896755,103.51679586563307
7606.0,ekart,groceries,bike,two day,south,hot,99.9,25.24,3.0,16.0,no,delivered,5,575.22,-13.0,True,5.757957957957958,22.79001584786054
7607.0,fedex,electronics,van,same day,central,foggy,261.4,38.99,11.0,8.0,yes,delayed,2,1523.97,3.0,False,5.830030604437644,39.08617594254937
7608.0,blue dart,groceries,ev van,two day,south,rainy,140.0,46.49,8.0,16.0,no,delivered,3,839.47,-8.0,True,5.996214285714286,18.05700150570015
7609.0,ekart,pharmacy,ev van,same day,west,foggy,246.7,17.0,8.0,8.0,yes,delayed,2,1384.5,0.0,True,5.612079448723145,81.44117647058823
7610.0,delhivery,fragile items,bike,express,north,cold,182.6,27.09,5.0,5.0,no,delivered,4,1044.27,0.0,True,5.7188937568455644,38.54817275747508
7611.0,delhivery,fragile items,truck,two day,south,foggy,146.5,17.44,5.0,16.0,no,delivered,5,784.82,-11.0,True,5.357133105802048,45.00114678899082
7612.0,blue dart,cosmetics,ev van,express,north,rainy,201.8,30.25,8.0,6.0,yes,delayed,3,1149.75,2.0,False,5.697472745292369,38.00826446280992
7613.0,fedex,clothing,ev bike,two day,south,cold,3.6,3.64,1.0,16.0,no,delivered,5,95.6674,-15.0,True,26.574277777777777,26.28225274725275
7614.0,shadowfax,furniture,bike,same day,east,clear,162.9,2.95,5.0,8.0,no,delivered,5,923.35,-3.0,True,5.668201350521793,313.0
7615.0,amazon logistics,pharmacy,van,standard,central,rainy,58.0,28.8,9.0,24.0,no,delivered,5,376.4,-15.0,True,6.4896551724137925,13.069444444444443
7616.0,shadowfax,furniture,ev bike,standard,north,stormy,235.3,17.52,9.0,24.0,no,delivered,3,1229.06,-15.0,True,5.223374415639609,70.15182648401826
7617.0,shadowfax,automobile parts,ev van,two day,east,stormy,260.0,21.21,10.0,16.0,no,delivered,4,1363.63,-6.0,True,5.244730769230769,64.2918434700613
7618.0,ecom express,automobile parts,scooter,two day,north,foggy,224.5,24.39,12.0,16.0,no,delivered,5,1195.67,-4.0,True,5.325924276169266,49.0229602296023
7619.0,ekart,clothing,scooter,standard,north,foggy,281.7,22.1,7.0,24.0,no,delivered,4,1474.8,-17.0,True,5.235356762513312,66.73303167420814
